Gold (OG|GC) G3MM6 (0.12 DTE) vs 4387.9 (+149.1) - Open Interest
Put: 2,729  Call: 3,117  Vol: 28.48  Vol Chg: 3.45  Future Chg: 149.1
Strike,Call,Put,Vol Settle
4320,78,7,0.23475693661839614
4325,213,127,0.235591804806063
4330,25,0,0.2365016203793857
4335,7,0,0.23748462072762777
4340,26,0,0.23853886862070794
4345,52,3,0.23966225224103255
4350,301,58,0.2408524851571201
4355,8,0,0.24210710633542476
4360,22,0,0.24342348015215975
4365,74,0,0.24479879636601254
4370,17,0,0.24623007014815812
4375,101,56,0.24771414205133624
4380,7,0,0.24924767804441217
4385,17,0,0.2508271694805444
4390,4,0,0.252448933118103
4395,7,0,0.25410911110793677
4400,126,93,0.255803671007925
4405,4,0,0.2575284057602403
4410,16,0,0.25927893371135724
4415,30,0,0.26105069861478114
4420,4,0,0.2628389696101294
4425,10,35,0.26463884124041215
4430,1,0,0.266445233446575
4435,54,0,0.2682528915565854
4440,3,0,0.2700563863127172
4445,7,0,0.27185011384881363
4450,77,94,0.2736282956939249
4455,12,1,0
