Gold (OG|GC) G3RN6 (0.13 DTE) vs 4001.4 (-50.4) - Open Interest
Put: 2,608  Call: 2,098  Vol: 34.79  Vol Chg: 1.60  Future Chg: -50.4
Strike,Call,Put,Vol Settle
3925,0,36,0.4058037596714712
3930,0,15,0.40060514482865983
3935,0,59,0.3952828402061641
3940,0,20,0.38985902726562927
3945,1,11,0.3843554942659466
3950,1,344,0.3787936362414257
3955,0,12,0.37319445498724235
3960,0,20,0.3675785590758096
3965,0,8,0.3619661638758771
3970,0,35,0.3563770915116038
3975,0,95,0.3508307708789289
3980,0,64,0.3453462376692187
3985,1,12,0.33994213432470133
3990,1,15,0.3346367100793941
3995,0,9,0.32944782094909897
4000,12,289,0.3243929297032082
4005,0,76,0.3194891058956273
4010,4,53,0.31475302586386533
4015,1,13,0.3102009727144832
4020,1,90,0.30584883632673154
4025,10,66,0.30171211335709813
4030,36,22,0.2978059072365795
4035,2,11,0.29414492817159044
4040,5,39,0.2907434931512398
4045,6,7,0.2876155259218649
4050,38,85,0.28477455702250154
4055,33,8,0.2822337237721513
4060,13,15,0.280005770241587
4065,45,10,0.2781030472860948
4070,24,9,0.2765375125536593
4075,48,8,0.2753207304413081
4080,39,8,0.2744638721442243
